date,apparentTemperatureMax,apparentTemperatureMin,cloudCover,dewPoint,humidity,moonPhase,pressure,temperatureMax,temperatureMin,visibility,windBearing,windSpeed,electric
8/30/2015,93.41,71.96,0.15,70.68,0.76,0.51,1009.57,89.37,71.96,2.74,81,3.76,3811394
8/31/2015,91.42,72.03,0.13,71.38,0.78,0.55,1009.86,86.73,72.03,2.64,94,4.11,4109812
9/1/2015,95,72.98,0.14,71.31,0.77,0.59,1009.37,89.37,72.98,3.01,124,3.86,4066668
9/2/2015,90.4,72.84,0.16,69.06,0.74,0.63,1011.77,88,72.84,3.78,304,1.46,3925296
9/3/2015,90.31,68.85,0.14,67.5,0.71,0.66,1013.88,88.63,68.85,4.33,335,2.26,3177414
9/4/2015,96.67,71.4,0.23,71.6,0.77,0.7,1011.89,89.37,71.4,2.69,120,6.05,3566662
9/5/2015,86.73,73.95,0.36,73.74,0.88,0.74,1005.82,81.95,73.95,4.2,282,5.49,3757287
9/6/2015,89.13,70.95,0.19,69.64,0.79,0.77,1008.25,84.63,70.95,4.31,331,6.36,3841049
9/7/2015,85.97,70.95,0.2,67.8,0.75,0.81,1011.88,84.63,70.95,5.71,13,6.24,4018482
9/8/2015,85.6,69.91,0.21,66.32,0.72,0.84,1014.47,84,69.91,5.94,62,4.81,3691852
9/9/2015,83.45,68.74,0.18,63.84,0.69,0.87,1016.16,83.37,68.74,5.63,59,5.37,3918906
9/10/2015,83.95,67.57,0.19,63.14,0.69,0.9,1016,84,67.57,5.84,51,3.21,3929441
9/11/2015,86.19,67.41,0.22,65.13,0.72,0.94,1013.23,85.27,67.41,4.72,40,1.82,3927760
9/12/2015,75.73,64.58,0.23,62.34,0.75,0.97,1016.51,75.73,64.58,3.71,313,6.95,3633339
9/13/2015,79.63,60.34,0.56,54.92,0.63,1,1019.8,79.63,60.34,6.84,9,2.49,3447496
9/14/2015,81.64,64.33,0.41,61.04,0.68,0.03,1018.64,81,64.33,6.35,106,5.29,3713833
9/15/2015,72.47,65.27,0.46,65.16,0.88,0.06,1017.65,72.47,65.27,4.99,75,3.22,3832844
9/16/2015,79.73,65.27,0.34,63.72,0.78,0.09,1017.26,79.73,65.27,5.13,5,6.19,3749554
9/17/2015,79.63,63.22,0.19,63.04,0.76,0.12,1018.48,79.63,63.22,4.81,4,4.39,3946919
9/18/2015,82.13,64.63,0.21,63.71,0.76,0.15,1017.46,81.68,64.63,3.93,30,2.14,3975839
9/19/2015,83.78,68.63,0.13,63.92,0.71,0.18,1015.13,83.37,68.63,4.36,53,3.18,3820881
9/20/2015,81.25,67.79,0.17,64.06,0.75,0.21,1013.53,80.37,67.79,3.89,70,3.93,3608073
9/21/2015,83.2,64.58,0.17,63.29,0.73,0.25,1013.41,83.05,64.58,3.6,100,5.64,3957586
9/22/2015,79.73,68.43,0.43,67.79,0.8,0.28,1011.95,79.73,68.43,4.24,125,6.26,4039707
9/23/2015,82.61,69.19,0.43,68.46,0.84,0.32,1008.68,80.37,69.19,4.12,305,4.42,4017043
9/24/2015,83.06,66.53,0.2,66.93,0.8,0.35,1008.8,81,66.53,4.41,12,4.39,4037352
9/25/2015,83.26,69.85,0.26,68.48,0.83,0.39,1008.99,81.05,69.85,3.69,25,4.73,4040154
9/26/2015,83.68,66.63,0.13,65.93,0.77,0.43,1012.98,82.63,66.63,3.25,38,5.06,3497499
9/27/2015,82.56,65.93,0.2,63.44,0.74,0.46,1014.74,82,65.93,3.86,44,6.49,3356801
9/28/2015,83.6,64.34,0.3,65.13,0.77,0.5,1016.21,81.78,64.34,5.01,61,8.13,3873351
9/29/2015,73.81,70.22,0.3,68.95,0.91,0.54,1018.02,73.81,70.22,4.89,66,11.98,4000522
9/30/2015,95.31,71.58,0.3,74.84,0.93,0.58,1012.77,84,71.58,3.57,108,7.25,4542677
10/1/2015,74.22,59.85,0.5,61.79,0.77,0.61,1013.39,74.22,59.85,4.75,284,9.24,2841489
10/2/2015,76.27,54.85,0.09,52.72,0.68,0.65,1017.99,76.27,54.85,5.57,208,1.99,2776441
10/3/2015,78.58,57.85,0.18,58.35,0.74,0.69,1020.39,78.58,57.85,4.37,103,2.24,2754225
10/4/2015,77.73,64.48,0.27,63.08,0.82,0.72,1024.06,77.73,64.48,3.67,91,6.29,3016213
10/5/2015,72.59,64.63,0.51,61.91,0.83,0.76,1022.33,72.59,64.63,5.15,96,4.05,3443517
10/6/2015,74.32,64.2,0.3,64.59,0.86,0.79,1019,74.32,64.2,4.38,105,6.43,3629157
10/7/2015,71.58,66.62,0.83,65.14,0.87,0.82,1014.08,71.58,66.62,3.63,113,8.07,3669034
10/8/2015,67.68,63.85,0.55,63.01,0.92,0.85,1015.46,67.68,63.85,3.31,52,4.83,4002839
10/9/2015,73.63,57.17,0.12,55.34,0.74,0.88,1015.76,73.63,57.17,3.65,288,3.87,3773217
10/10/2015,75.63,56.13,0.19,51.63,0.66,0.91,1015.55,75.63,56.13,4.26,277,6.26,3718483
10/11/2015,72.68,50.32,0.04,45.06,0.62,0.94,1021.03,72.68,50.32,4.73,293,4.43,3236485
10/12/2015,73.63,50.18,0.03,46.3,0.64,0.97,1023.34,73.63,50.18,3.98,288,1.87,3676439
10/13/2015,77,50.22,0.06,49.76,0.67,0.01,1023.39,77,50.22,3.63,200,0.86,3708587
10/14/2015,76.37,55.5,0.1,52.49,0.69,0.04,1020.63,76.37,55.5,2.92,135,3.67,3748435
10/15/2015,80.54,53.48,0,55.95,0.73,0.07,1018.39,80.37,53.48,2.59,130,3.12,3538810
10/16/2015,79.73,56.85,0.02,58.52,0.76,0.1,1019.17,79.73,56.85,2.03,90,2.38,3807975
10/17/2015,79,57.87,0.02,56.88,0.73,0.13,1020.14,79,57.87,2.98,81,4.75,3802147
10/18/2015,77,55.96,0.1,56.92,0.75,0.16,1020.19,77,55.96,3.53,71,5.13,3521948
10/19/2015,76.27,56.96,0.17,57.03,0.74,0.2,1017.21,76.27,56.96,3.64,64,4.75,3719963
10/20/2015,77.63,60.43,0.09,58.61,0.75,0.23,1015.43,77.63,60.43,3.88,79,4.78,3608500
10/21/2015,77.63,60.91,0.16,60.45,0.78,0.27,1017.31,77.63,60.91,3.48,70,5.97,3926344
10/22/2015,78.27,59.22,0.2,61.75,0.82,0.3,1019.13,78.27,59.22,2.37,75,5.49,3926220
10/23/2015,78.37,62.71,0.17,62.03,0.8,0.34,1018.09,78.37,62.71,2.95,88,4.76,3914699
10/24/2015,78.37,59.85,0.18,63.17,0.82,0.38,1019.82,78.37,59.85,2.53,64,5.87,3945502
10/25/2015,75,63.25,0.43,61.35,0.79,0.41,1021.72,75,63.25,3.02,76,8.64,3512930
10/26/2015,79,61.95,0.46,62.53,0.82,0.45,1016.9,79,61.95,2.8,109,2.76,3750753
10/27/2015,66.08,52.07,0.15,49.15,0.7,0.49,1019.9,66.08,52.07,3.37,298,9.68,3929170
10/28/2015,64.63,48.85,0.28,47.84,0.71,0.53,1022.2,64.63,48.85,4.08,102,0.48,3838921
10/29/2015,61.73,56.27,0.19,54.24,0.85,0.56,1023.07,61.73,56.27,2.85,30,5.1,3915735
10/30/2015,64,53.56,0.29,48.68,0.69,0.6,1028.64,64,53.56,5.36,21,8.2,3840502
10/31/2015,64.63,52.26,0.51,43.44,0.6,0.64,1031.13,64.63,52.26,6.96,27,5.97,3232390
11/1/2015,61.15,47.85,0.18,47.56,0.77,0.67,1026.9,61.15,47.85,4.52,308,2.86,3443912
11/2/2015,65.37,45.22,0.02,43.6,0.71,0.7,1026.3,65.37,45.22,2.74,252,2.06,3599595
11/3/2015,68,44.58,0.08,47.77,0.75,0.74,1026.52,68,44.58,2.41,115,6.31,3796895
11/4/2015,66.88,54.85,0.15,56.91,0.85,0.77,1023.6,66.88,54.85,2.38,115,4.66,3903614
11/5/2015,70.95,59.85,0.19,62.42,0.91,0.8,1020.86,70.95,59.85,1.69,95,4.46,3920772
11/6/2015,83.69,65.27,0.2,66.9,0.86,0.83,1016.64,81.05,65.27,3.68,136,7.59,3910196
11/7/2015,70.63,51.48,0.7,56.6,0.93,0.86,1018.3,70.63,51.48,3.39,295,4.41,3819933
11/8/2015,52.8,45.8,0.25,49.74,0.95,0.89,1022.08,52.8,48.85,1.54,311,7.36,3500779
11/9/2015,54.95,45.59,0.25,46.78,0.83,0.92,1026.08,54.95,49.6,2.24,317,8.86,3382794
11/10/2015,61,44.98,0.25,43.85,0.71,0.95,1027.64,61,46.63,3.73,30,4.89,3347273
11/11/2015,60.58,50.63,0.32,47.73,0.75,0.98,1027.25,60.58,50.63,5,64,7.72,3452265
11/12/2015,58.49,54.71,0.48,54.53,0.92,0.02,1024.47,58.49,54.71,2.07,63,4.97,3407477
11/13/2015,57.63,54.26,0.25,54.24,0.93,0.04,1018.2,57.63,54.26,2.45,267,5.43,3528801
11/14/2015,61.95,52.11,0.18,50.22,0.8,0.08,1018.67,61.95,52.11,1.69,288,5.22,3377359
11/15/2015,68,48.02,0.21,52.25,0.81,0.11,1018.83,68,48.51,1.6,100,5.52,3377554
11/16/2015,62.58,57.02,0.39,57.65,0.91,0.14,1016.04,62.58,57.02,1.81,245,0.53,3697464
11/17/2015,58.9,54.95,0.25,55.56,0.94,0.18,1018.93,58.9,54.95,1.84,31,6.76,3862200
11/18/2015,58.27,53.58,0.25,53.96,0.92,0.21,1021.73,58.27,53.58,2.77,10,8.33,3854823
11/19/2015,54.95,52.78,0.25,51,0.9,0.25,1023.61,54.95,52.78,2.8,44,4.24,3913774
11/20/2015,59,52.7,0.81,52.62,0.89,0.29,1024.37,59,52.7,2.62,43,4.97,3903341
11/21/2015,60.27,55.84,0.25,56.93,0.94,0.32,1024.55,60.27,55.84,1.76,76,5.91,3820628
11/22/2015,65.27,58.9,0.25,59.95,0.94,0.36,1023.46,65.27,58.9,2.51,90,5.79,3198030
11/23/2015,62.58,53.07,0.25,54.61,0.96,0.4,1025.21,62.58,53.07,2.41,350,7.53,3939268
11/24/2015,56.22,34.7,0.3,46.97,0.92,0.44,1027.25,56.22,41.75,3.72,32,10.52,4025841
11/25/2015,34.71,27.78,0.3,35.34,0.87,0.47,1028.18,41.12,35.79,3.87,312,11.63,3608402
11/26/2015,39.63,20.27,0.19,22.06,0.64,0.52,1031.02,39.63,28.18,4.96,302,12.63,4160858
11/27/2015,45,16.02,0.11,20.93,0.6,0.55,1030.44,45,24.52,4.72,313,1.62,4169118
11/28/2015,59,33.68,0.16,33.64,0.63,0.58,1028.36,59,36.28,4.07,138,1.5,3927863
11/29/2015,58.78,43.95,0.1,44.59,0.82,0.62,1026.11,58.78,43.95,2.73,229,1.3,3566745
11/30/2015,59.63,38.36,0.16,45.65,0.86,0.65,1025.09,59.63,40.35,1.57,79,1.57,3782338
12/1/2015,64,50.67,0.17,50.96,0.81,0.68,1021.36,64,50.67,2.15,123,5.66,3876643
12/2/2015,57.63,40.27,0.17,43.17,0.73,0.71,1022.55,57.63,43.53,2.72,308,6.31,3998786
12/3/2015,54.32,32.12,0.04,25.33,0.52,0.74,1026.28,54.32,36.85,4.63,280,8.31,4030378
12/4/2015,52.73,25.3,0.32,23.82,0.54,0.77,1030.14,52.73,32.85,5.96,281,3.82,3872078
12/5/2015,45.95,35.58,0.29,34.01,0.76,0.8,1029.4,45.95,37.55,3.66,216,1.42,3701451
12/6/2015,47.35,35.43,0.15,36.72,0.82,0.83,1030.63,49.44,37.12,2.09,293,3.45,3723541
12/7/2015,55.63,29.91,0.05,37.09,0.83,0.86,1031.81,55.63,33.27,2.04,13,1.64,3983834
12/8/2015,57,33.97,0.14,39.24,0.76,0.89,1031.48,57,36.94,4.06,97,6.61,4140712
12/9/2015,53.58,44.2,0.49,47.61,0.88,0.92,1024.18,53.58,47.54,2.51,92,3.86,4068916
12/10/2015,55,46.26,0.25,49.76,0.92,0.95,1019.01,55,49.9,1.33,299,7.56,4232933
12/11/2015,51.27,35.51,0.38,41.01,0.8,0.98,1024.26,51.27,38.27,2.54,344,8.01,4208018
12/12/2015,51.58,32.39,0.11,35.41,0.75,0.03,1024.74,51.58,34.95,3.65,47,3.46,4001223
12/13/2015,44.99,39.9,0.28,40.7,0.85,0.06,1024.07,47.27,42.13,2.37,340,4.27,3856921
12/14/2015,48.63,34.35,0.15,35.5,0.72,0.09,1024.6,48.63,40.76,1.79,298,6.52,4117837
12/15/2015,51.37,36.76,0.11,32.57,0.64,0.12,1026.53,51.37,39.38,2.02,301,6.37,3315516
12/16/2015,37.35,26.09,0.16,18.34,0.46,0.16,1031.33,43.95,32.95,5.62,316,10.22,4269798
12/17/2015,36.21,18.05,0.3,15.66,0.52,0.2,1035.18,42.37,25.85,7.09,314,7.3,4316805
12/18/2015,46.58,18.08,0.04,20.82,0.61,0.24,1035.26,46.58,23.85,4.7,25,1.66,4348796
12/19/2015,47.9,27.13,0.13,32.21,0.71,0.27,1033.51,49.27,30.53,3.63,82,4.75,4117298
12/20/2015,45.85,37,0.35,41.73,0.93,0.31,1027.95,45.85,39.85,1.52,256,1.97,3969676
12/21/2015,45.05,28.05,0.18,37.27,0.87,0.35,1028.13,48.63,34.12,1.11,38,3.21,4170567
12/22/2015,54.85,38.56,0.17,44.97,0.89,0.38,1024.39,54.85,42.14,1.31,108,3.43,3869879
12/23/2015,50,41.41,0.29,44.74,0.9,0.42,1023.28,50,45.53,0.89,332,4.89,4167805
12/24/2015,47.9,41.51,0.25,45.49,0.94,0.46,1024.57,48.63,43.33,1.55,12,6.31,4320650
12/25/2015,51.37,37.68,0.11,38.11,0.79,0.48,1025.32,51.37,39.6,1.39,278,4.87,4294518
12/26/2015,57.73,33.17,0.03,37,0.75,0.53,1022.75,57.73,37.38,1.9,222,4.97,3874950
12/27/2015,42.96,31.88,0.28,37.39,0.81,0.56,1032.15,47.9,36.89,3.22,30,8.39,3905750
12/28/2015,42.49,30.33,0.2,30.06,0.71,0.6,1037.26,45.68,33.15,5.04,25,5.32,4105261
12/29/2015,49.27,29.54,0.07,31.53,0.74,0.63,1033.56,49.27,31.3,2.5,78,1.37,4255276
12/30/2015,52.63,32.22,0.07,34.83,0.78,0.66,1030.84,52.63,32.22,1.93,265,3.27,4170536
12/31/2015,49.27,22.78,0.02,31.4,0.75,0.69,1035.42,49.37,30.8,1.54,356,4.11,4020591
1/1/2016,54,29.07,0.08,33.27,0.74,0.72,1030.23,54,29.85,1.79,141,4.8,3232705
1/2/2016,61.63,39.45,0.11,38.57,0.68,0.75,1022.93,61.63,41.85,2.63,232,2.84,3400311
1/3/2016,63.05,45.11,0.08,46.46,0.82,0.78,1020.82,63.05,45.11,2.04,175,0.75,3641332
1/4/2016,55.58,44.24,0.31,48.09,0.88,0.81,1022.19,55.58,48.25,1.24,53,6.37,4010378
1/5/2016,47.07,39.01,0.3,43.48,0.88,0.84,1025.22,49.9,43.1,3.93,56,11.1,4114238
1/6/2016,46.16,38.95,0.56,39.07,0.79,0.87,1028.17,47.56,42.92,4.03,47,6.1,4228910
1/7/2016,43.73,34.42,0.3,36.27,0.8,0.9,1029.5,44.58,37.35,2.73,351,4.61,4271151
1/8/2016,45.32,25.3,0.15,28.1,0.67,0.93,1028.48,46,32.85,2.67,340,3.76,4064567
1/9/2016,48.63,30.53,0.12,30.55,0.7,0.96,1027.04,48.63,30.53,2.08,107,2.97,4063805
1/10/2016,50.63,38.31,0.22,37.88,0.75,0.99,1025.34,50.63,40.96,1.96,72,6.71,3631998
1/11/2016,41.88,29.24,0.25,39.45,0.89,0.04,1027.3,45.32,36.72,2.36,34,9.48,4219307
1/12/2016,33.33,26.21,0.3,29.83,0.79,0.07,1030.5,37.58,31.25,5.26,355,7.32,4335493
1/13/2016,36.95,22.58,0.23,26.16,0.76,0.11,1028.22,36.95,29.15,2.7,306,5.48,3567044
1/14/2016,41.63,26.58,0.1,28.66,0.81,0.14,1024.82,43.63,26.58,1.67,239,1.78,4188494
1/15/2016,50,25.06,0.01,27.68,0.71,0.18,1021.08,50,27.12,2.48,220,2.07,3459120
1/16/2016,51.27,26.38,0.09,31.21,0.7,0.22,1020.1,51.27,29.22,2.56,89,6.75,3825385
1/17/2016,50.73,31.96,0.2,36.23,0.78,0.26,1018.56,50.73,37.54,2.49,2,5.98,3356428
1/18/2016,32.4,20.9,0.24,28.67,0.78,0.3,1025.54,38.27,28.2,1.89,328,8.98,3964754
1/19/2016,39,14.24,0.04,19.1,0.64,0.33,1031.58,39,23.85,3.19,349,3.56,3967388
1/20/2016,29.88,21.44,0.34,22.66,0.64,0.37,1032.64,38.27,28.63,5.49,69,9.05,4014577
1/21/2016,31.32,23.11,0.94,30.95,0.89,0.4,1030.48,36.95,31.9,3.89,28,7.49,4179388
1/22/2016,30.25,22.87,0.99,30.23,0.85,0.44,1033.34,36.22,31.94,3.22,24,9.1,3869181
1/23/2016,23.16,11.09,0.51,15.82,0.64,0.47,1040.32,32.63,21.65,4.95,326,12.98,3857605
1/24/2016,12.84,-0.18,0.3,1.68,0.45,0.51,1042.15,23.63,15.08,7.3,302,14.73,3418767
1/25/2016,36,6.54,0.3,9.81,0.53,0.54,1036.65,36.68,17.58,7.82,250,7.57,3577731
1/26/2016,45.32,15.99,0.14,18.06,0.58,0.57,1031.45,45.32,20.27,5.39,212,2.87,3529451
1/27/2016,43.73,30.64,0.19,29.31,0.7,0.6,1028.44,43.73,32.85,3.79,103,2.4,3796580
1/28/2016,41,35.2,0.25,40.29,0.98,0.63,1023.73,42.58,38.02,1.02,359,4.15,3828398
1/29/2016,37.92,30.51,0.25,38.23,0.93,0.66,1026.51,42.58,36.21,2.67,18,8.57,3817281
1/30/2016,36.06,29.42,0.39,31.68,0.79,0.69,1030.69,42.27,34.54,4.08,10,7.49,3585530
1/31/2016,32.74,21.53,0.29,29.02,0.82,0.72,1034.22,38.9,29.93,2.79,31,7.49,3474602
2/1/2016,31.24,17.23,0.43,23.16,0.74,0.75,1036.28,36,27.43,3.41,338,8.88,3577546
2/2/2016,41,18.97,0.08,21.31,0.67,0.78,1033.07,41,25.22,2.44,300,3.36,3400726
2/3/2016,46,25.82,0.03,24.04,0.68,0.81,1030.63,46,25.82,2.53,91,1.75,3164092
2/4/2016,44.37,25.65,0.16,28.08,0.75,0.85,1029.56,44.37,28.78,2.68,46,2.06,2985701
2/5/2016,48.63,25.38,0.06,26.12,0.65,0.88,1028.57,50,27.85,2.42,307,3.99,2769694
2/6/2016,45.68,22.06,0,19.99,0.55,0.91,1031.07,45.68,28.48,3.48,320,6.57,2651179
2/7/2016,51.37,21.09,0.04,20.77,0.52,0.95,1025.04,51.37,25.95,4.89,245,5.23,2400941
2/8/2016,61.73,27.95,0,27.3,0.56,0.98,1021,61.73,27.95,3.71,223,5.67,2328935
2/9/2016,69.37,31.12,0.06,33.64,0.57,0.02,1021.32,69.37,34.63,4.12,134,3.21,2367668
2/10/2016,73.42,39.78,0.16,39.07,0.58,0.05,1017.04,73.42,42.58,4.03,132,7.51,2360456
2/11/2016,66,53.53,0.22,53.13,0.87,0.09,1013.81,66,53.53,3.92,135,7.46,2390654
2/12/2016,69.58,52.22,0.18,55.31,0.91,0.13,1011.63,69.58,52.22,1.46,106,5.27,2456605
2/13/2016,58.37,30.68,0.83,47.2,0.9,0.17,1013.44,58.37,38.76,2.26,295,9.19,2519542
2/14/2016,34.43,21.53,0.55,24.07,0.62,0.21,1029.25,41.63,33.08,5.8,332,14.57,2629206
2/15/2016,44.37,21.35,0.17,15.58,0.45,0.24,1030.52,44.37,27.22,8.77,295,7.98,2932628
2/16/2016,50.63,24.62,0.42,20.33,0.48,0.28,1027.81,50.63,30.07,7.83,265,7.27,3138577
2/17/2016,54.68,30.05,0.36,24.99,0.55,0.32,1027.64,54.68,30.05,6.19,190,1.46,3211835
2/18/2016,61,28.17,0.16,30.36,0.56,0.35,1023.73,61,34.22,5.04,182,2.55,3327845
2/19/2016,55.42,34.57,0.18,35.76,0.64,0.39,1025.44,55.42,39.53,3.71,68,2.48,3534671
2/20/2016,54.68,30.23,0.05,23.62,0.46,0.42,1029.46,54.68,37.58,5.04,326,7.57,3457037
2/21/2016,52.63,31.15,0.23,29.86,0.63,0.45,1029.53,52.63,32.02,4.23,105,5.83,3353382
2/22/2016,43.63,36.05,0.56,40.63,0.92,0.48,1028.49,45.32,41,2.54,88,5.36,3740474
2/23/2016,46.38,35.14,0.25,37.71,0.77,0.52,1033.83,50,40.31,2.8,8,8.16,3752948
2/24/2016,49.37,29.63,0.16,28.6,0.63,0.55,1037.63,49.37,34.22,3.95,49,4.89,3817079
2/25/2016,55.42,29.66,0.05,30.64,0.63,0.58,1035,55.42,32.63,3.32,139,4.27,3821269
2/26/2016,63.68,32.74,0.06,36.64,0.64,0.61,1027.7,63.68,37.58,3.07,194,5.71,3778753
2/27/2016,67.37,40.3,0.03,38.19,0.57,0.64,1023.26,67.37,42.58,4.6,224,6.95,3621678
2/28/2016,65.22,38.17,0.39,39.56,0.63,0.67,1025.3,65.22,40.89,3.24,316,5.72,3427752
2/29/2016,52.73,30.58,0.07,27.73,0.58,0.7,1033.54,52.73,34.64,3.27,18,5.79,3830666
3/1/2016,56.05,26.12,0.09,29.03,0.59,0.73,1028.93,56.05,32.49,4.89,99,6.44,3990461
3/2/2016,66.42,34.01,0.09,39.66,0.68,0.76,1023.18,66.42,38.9,2.54,134,5.36,4052463
3/3/2016,68.85,45.54,0.1,46.92,0.72,0.79,1019.07,68.85,47.22,1.64,136,4.3,4077052
3/4/2016,70,52.84,0.16,53.56,0.78,0.82,1017.14,70,52.84,1.59,132,5.24,4047478
3/5/2016,74.27,50.4,0.18,53.94,0.75,0.86,1017.77,74.27,50.4,1.79,314,2.12,3862328
3/6/2016,57.42,44.38,0.55,46.82,0.8,0.89,1019.26,57.42,47.32,1.94,77,5.99,3680144
3/7/2016,68.63,50.34,0.32,51.99,0.86,0.93,1016.6,68.63,50.34,1.34,89,6.04,4082510
3/8/2016,52.95,30.64,0.3,42.08,0.86,0.97,1019.78,52.95,38.69,3.6,56,16.47,4128456
3/9/2016,43.63,28.14,0.3,29.83,0.68,0,1028.82,43.63,37.36,6.59,39,11.6,4266444
3/10/2016,41.16,27.91,0.3,23.05,0.52,0.04,1032.06,45.68,33.97,6.96,358,7.5,4034056
3/11/2016,50,28.08,0.26,27.31,0.62,0.08,1027.98,50,31.73,4.23,219,2.37,4187860
3/12/2016,55.42,32.13,0.16,31.36,0.58,0.12,1021.62,55.42,35.58,3.53,127,9.18,3971600
3/13/2016,51.37,40.08,0.2,41.1,0.78,0.15,1021.91,51.37,42.96,2.87,34,3.52,3671423
3/14/2016,55,29.32,0.33,36.6,0.71,0.19,1026.13,55,36.12,3.01,22,5.15,4040799
3/15/2016,55,34.53,0.24,36.06,0.67,0.23,1021.86,55,38.21,3.56,107,8.36,4126436
3/16/2016,66.63,43.02,0.05,42.02,0.65,0.26,1018.66,66.63,43.46,3.89,99,4.99,3999919
3/17/2016,66,44.56,0.15,50.04,0.79,0.3,1015.29,66,47.9,2.63,113,6.13,3960902
3/18/2016,64.63,53.82,0.4,54.63,0.86,0.33,1012.47,64.63,53.82,1.49,299,1.72,4028738
3/19/2016,65.78,46.89,0.25,53.81,0.86,0.37,1018.65,65.78,49.03,2.29,45,4.38,3890087
3/20/2016,65.05,43.78,0.21,41.93,0.64,0.4,1022.48,65.05,46.53,3.54,78,9.67,3590345
3/21/2016,62.42,39.33,0.11,40.19,0.65,0.43,1022.77,62.42,43.91,4.36,79,8.6,3903985
3/22/2016,61.78,44.58,0.23,47.45,0.78,0.46,1018.45,61.78,47.87,3.75,100,7.92,4615207
3/23/2016,54.68,39.98,0.61,39.06,0.63,0.49,1024.7,54.68,44.37,4.88,43,9.77,4049102
3/24/2016,52.73,36.88,0.3,27.29,0.47,0.52,1030.69,52.73,40.5,8.36,13,8.99,4080274
3/25/2016,58.37,34.42,0.44,28.47,0.49,0.55,1028.41,58.37,39.6,7.33,3,4.08,4024048
3/26/2016,59,37.58,0.34,31.37,0.55,0.58,1026.09,59,37.58,5,269,2.73,3911950
3/27/2016,63,36.34,0.05,35.55,0.59,0.61,1025.07,63,40.9,3.65,265,5.63,3684076
3/28/2016,69.41,41.88,0.14,36.27,0.52,0.64,1021.88,69.41,42.58,4.24,195,5.77,3969515
3/29/2016,69.58,47.07,0.44,40.68,0.5,0.67,1018.62,69.58,49.9,5.45,213,5.81,4026603
3/30/2016,67.41,54.81,0.23,47.97,0.66,0.71,1019.35,67.41,54.81,4.43,206,4.79,4007978
3/31/2016,64.42,53.56,0.23,52.78,0.86,0.74,1016.44,64.42,53.56,2.88,186,2.09,4019892
4/1/2016,74.78,46.31,0.1,52.51,0.74,0.77,1013.71,74.78,49.26,2.82,142,6.62,4003527
4/2/2016,63.95,56.39,0.31,58.22,0.91,0.81,1013.54,63.95,56.39,1.58,106,5.77,4017529
4/3/2016,61,50.48,0.25,53.2,0.94,0.84,1015.55,61,50.48,2.49,1,8.48,3732506
4/4/2016,64.63,46.38,0.3,44.3,0.65,0.88,1016.74,64.63,47.62,6.68,49,4.53,3216632
4/5/2016,66.73,54.15,0.27,48.72,0.66,0.91,1015.51,66.73,54.15,6.01,103,7.58,3710743
4/6/2016,61.22,54.14,0.25,55.8,0.95,0.95,1008.4,61.22,54.14,2.61,110,6.01,4068945
4/7/2016,65.05,51.32,0.35,53.7,0.87,0.99,1013.3,65.05,51.32,3.82,301,5.35,3995555
4/8/2016,74.37,52.74,0.14,55.98,0.78,0.03,1016.3,74.37,52.74,2.98,127,3.49,4036804
4/9/2016,77.1,58.37,0.22,55.84,0.7,0.07,1012.85,77.1,58.37,3.12,115,4.75,3995427
4/10/2016,76.15,56.57,0.14,54.1,0.69,0.1,1012.64,76.15,56.57,2.65,98,4.08,3713744
4/11/2016,70.73,53.26,0.16,50.7,0.71,0.14,1016.58,70.73,53.26,3.53,91,8.04,3902557
4/12/2016,72.88,57.33,0.31,57.95,0.8,0.18,1010.06,72.88,57.33,3.95,132,6.54,3994915
4/13/2016,79.78,59.09,0.1,60.08,0.77,0.21,1007.01,79.78,59.09,2.94,103,1.95,4030816
4/14/2016,81.68,59.44,0.17,56.17,0.67,0.25,1012.7,82,59.44,2.74,116,4.73,4053163
4/15/2016,76.37,58.55,0.33,49.7,0.55,0.28,1013.41,76.37,58.55,4.11,114,11.12,4044319
4/16/2016,67.27,59.64,0.3,58.72,0.86,0.31,1004.6,67.27,59.64,4.37,188,5.04,3962151
4/17/2016,67.9,53.16,0.22,47.58,0.65,0.35,1016.51,67.9,53.16,4.94,324,3.25,3720344
4/18/2016,71.37,51.19,0.15,49.19,0.68,0.38,1018.32,71.37,51.19,5.88,175,4.31,3830146
4/19/2016,76.78,53.21,0.14,48.3,0.59,0.41,1018.49,76.78,53.21,5.67,131,11.37,3853482
4/20/2016,65.22,59.69,0.71,60.02,0.91,0.44,1011.28,65.22,59.69,2.94,142,6.66,3601084
4/21/2016,76.37,60.26,0.18,60.77,0.83,0.47,1009.89,76.37,60.26,3.29,272,5.13,3938636
4/22/2016,79.63,58.9,0.14,60.43,0.74,0.51,1009.81,79.63,58.9,3.43,150,4.81,3975591
4/23/2016,66.42,58.37,0.35,57.22,0.88,0.53,1011.65,66.42,58.37,3.77,95,10.97,4130359
4/24/2016,65.61,57.71,0.19,54.63,0.79,0.56,1014.85,65.61,57.71,4.61,81,7.88,3779401
4/25/2016,64.29,56.1,0.25,52.32,0.74,0.59,1015.27,64.29,56.1,5.49,108,8.29,3992619
4/26/2016,61.63,54.98,0.83,56.23,0.91,0.62,1012.34,61.63,54.98,3.16,80,6.26,4096040
4/27/2016,64,53.44,0.65,52.83,0.84,0.65,1010.58,64,53.44,4.04,307,7.75,3938562
4/28/2016,74.37,56.81,0.32,53.81,0.72,0.69,1014.73,74.37,56.81,3.97,317,7.73,3950044
